0.png	 9-4=?
27268.png	 9+3=?
27269.png	 1x0=?
27270.png	 6-1=?
27271.png	 1-5=?
27272.png	 2+6=?
27273.png	 8+2=?
27274.png	 9x5=?
27275.png	 1-5=?
27276.png	 6+7=?
27277.png	 2+1=?
27278.png	 0+7=?
27279.png	 7x2=?
27280.png	 4x4=?
27281.png	 8-6=?
27282.png	 5+4=?
27283.png	 9x1=?
27284.png	 4-9=?
27285.png	 9-7=?
27286.png	 8-5=?
27287.png	 4x5=?
27288.png	 2x6=?
27289.png	 0-9=?
27290.png	 7+5=?
27291.png	 8x5=?
27292.png	 8+0=?
27293.png	 1+4=?
27294.png	 9-5=?
27295.png	 5+5=?
27296.png	 8-7=?
27297.png	 9-1=?
27298.png	 0-4=?
27299.png	 2-4=?
27300.png	 3+6=?
27301.png	 8x5=?
27302.png	 2x9=?
27303.png	 9-5=?
27304.png	 7-9=?
27305.png	 7-1=?
27306.png	 5x9=?
27307.png	 0+6=?
27308.png	 5+5=?
27309.png	 1-1=?
27310.png	 0-5=?
27311.png	 9-6=?
27312.png	 6-0=?
27313.png	 4x6=?
27314.png	 7x5=?
27315.png	 7-2=?
27316.png	 7-1=?
27317.png	 6-1=?
27318.png	 7-0=?
27319.png	 5+2=?
27320.png	 4x4=?
27321.png	 8-2=?
27322.png	 2-2=?
27323.png	 8x5=?
27324.png	 8+6=?
27325.png	 2+6=?
27326.png	 7-7=?
27327.png	 6x1=?
27328.png	 9+8=?
27329.png	 0+7=?
27330.png	 6-2=?
27331.png	 3x7=?
27332.png	 9+4=?
27333.png	 9x1=?
27334.png	 2-4=?
27335.png	 8x1=?
27336.png	 2+4=?
27337.png	 2+6=?
27338.png	 8x6=?
27339.png	 4+9=?
27340.png	 7-9=?
27341.png	 8x5=?
27342.png	 7-6=?
27343.png	 9x5=?
27344.png	 2x2=?
27345.png	 6-3=?
27346.png	 2x2=?
27347.png	 2x9=?
27348.png	 8+7=?
27349.png	 8x6=?
27350.png	 0x3=?
27351.png	 1-3=?
27352.png	 3+8=?
27353.png	 5x3=?
27354.png	 4+5=?
27355.png	 0x5=?
27356.png	 5+7=?
27357.png	 0x8=?
27358.png	 8-9=?
27359.png	 7+6=?
27360.png	 4+8=?
27361.png	 2+8=?
27362.png	 1x7=?
27363.png	 9-3=?
27364.png	 1+1=?
27365.png	 9x5=?
27366.png	 8-2=?
27367.png	 7+3=?
27368.png	 2+4=?
27369.png	 2-1=?
27370.png	 3x6=?
27371.png	 7-3=?
27372.png	 2-1=?
27373.png	 0-2=?
27374.png	 6+3=?
27375.png	 8+5=?
27376.png	 2+0=?
27377.png	 7-3=?
27378.png	 1+6=?
27379.png	 2x0=?
27380.png	 1+5=?
27381.png	 3x5=?
27382.png	 1-8=?
27383.png	 9-6=?
27384.png	 9x7=?
27385.png	 2x4=?
27386.png	 6x1=?
27387.png	 5x6=?
27388.png	 2-4=?
27389.png	 3-9=?
27390.png	 9-8=?
27391.png	 4x9=?
27392.png	 6-9=?
27393.png	 0+7=?
27394.png	 0-5=?
27395.png	 1+8=?
27396.png	 6+4=?
27397.png	 7+0=?
27398.png	 7-9=?
27399.png	 6-6=?
27400.png	 9-2=?
27401.png	 5+0=?
27402.png	 6x2=?
27403.png	 8x5=?
27404.png	 5x2=?
27405.png	 7+6=?
27406.png	 8x7=?
27407.png	 0-5=?
27408.png	 5-0=?
27409.png	 0+6=?
27410.png	 9+7=?
27411.png	 1x9=?
27412.png	 1+5=?
27413.png	 1-5=?
27414.png	 8-4=?
27415.png	 9-5=?
27416.png	 2+7=?
27417.png	 4+0=?
27418.png	 2x8=?
27419.png	 6-2=?
27420.png	 4-2=?
27421.png	 0-3=?
27422.png	 0-3=?
27423.png	 5-0=?
27424.png	 8-8=?
27425.png	 5-2=?
27426.png	 7x9=?
27427.png	 3-1=?
27428.png	 4-5=?
27429.png	 1+6=?
27430.png	 4x9=?
27431.png	 2-7=?
27432.png	 4-9=?
27433.png	 3x6=?
27434.png	 3+2=?
27435.png	 9+3=?
27436.png	 7x4=?
27437.png	 1+3=?
27438.png	 0-1=?
27439.png	 5+9=?
27440.png	 4x3=?
27441.png	 7x3=?
27442.png	 4+3=?
27443.png	 5x8=?
27444.png	 8x5=?
27445.png	 3+5=?
27446.png	 1x6=?
27447.png	 0x8=?
27448.png	 7-2=?
27449.png	 6+5=?
27450.png	 7-5=?
27451.png	 4-9=?
27452.png	 4x7=?
27453.png	 9-2=?
27454.png	 1+9=?
27455.png	 2-9=?
27456.png	 1x8=?
27457.png	 1-5=?
27458.png	 3-7=?
27459.png	 2-5=?
27460.png	 4-9=?
27461.png	 9+1=?
27462.png	 9x8=?
27463.png	 6-7=?
27464.png	 2+7=?
27465.png	 9+7=?
27466.png	 6x1=?
27467.png	 6-9=?
27468.png	 8x2=?
27469.png	 2x2=?
27470.png	 1-6=?
27471.png	 6x7=?
27472.png	 3x1=?
27473.png	 0+2=?
27474.png	 8-9=?
27475.png	 3-2=?
27476.png	 9-5=?
27477.png	 5-9=?
27478.png	 8+9=?
27479.png	 5-7=?
27480.png	 5x6=?
27481.png	 3+0=?
27482.png	 6x7=?
27483.png	 6+1=?
27484.png	 7x7=?
27485.png	 0-8=?
27486.png	 9+3=?
27487.png	 7x9=?
27488.png	 9+8=?
27489.png	 2+6=?
27490.png	 5+3=?
27491.png	 4-5=?
27492.png	 7-3=?
27493.png	 3-4=?
27494.png	 0x1=?
27495.png	 5+6=?
27496.png	 3x1=?
27497.png	 8x9=?
27498.png	 6-0=?
27499.png	 0+8=?
27500.png	 1-2=?
27501.png	 6x1=?
27502.png	 7-9=?
27503.png	 7x2=?
27504.png	 9-1=?
27505.png	 4+3=?
27506.png	 7-6=?
27507.png	 4+0=?
27508.png	 1+7=?
27509.png	 4+9=?
27510.png	 8+4=?
27511.png	 8x6=?
27512.png	 5-2=?
27513.png	 9x9=?
27514.png	 7+6=?
27515.png	 8+1=?
27516.png	 8x3=?
27517.png	 0+9=?
27518.png	 6-0=?
27519.png	 0x0=?
27520.png	 8-0=?
27521.png	 1-4=?
27522.png	 4+7=?
27523.png	 4+0=?
27524.png	 4-7=?
27525.png	 9+4=?
27526.png	 9x0=?
27527.png	 8x3=?
27528.png	 9-6=?
27529.png	 4-8=?
27530.png	 0-6=?
27531.png	 8-2=?
27532.png	 9x6=?
27533.png	 1-8=?
27534.png	 3+3=?
27535.png	 3-8=?
27536.png	 1x6=?
27537.png	 9-0=?
27538.png	 2x0=?
27539.png	 5x5=?
27540.png	 2-5=?
27541.png	 5+6=?
27542.png	 0-2=?
27543.png	 4+7=?
27544.png	 5+2=?
27545.png	 8+7=?
27546.png	 5x8=?
27547.png	 2x5=?
27548.png	 6-0=?
27549.png	 7+2=?
27550.png	 4x7=?
27551.png	 4-2=?
27552.png	 3x6=?
27553.png	 7x3=?
27554.png	 1+7=?
27555.png	 5x0=?
27556.png	 9+8=?
27557.png	 4-8=?
27558.png	 3+1=?
27559.png	 4+3=?
27560.png	 9+0=?
27561.png	 4x3=?
27562.png	 6+2=?
27563.png	 9x7=?
27564.png	 2x1=?
27565.png	 1x4=?
27566.png	 2+0=?
27567.png	 8-2=?
27568.png	 3+1=?
27569.png	 6x3=?
27570.png	 0x8=?
27571.png	 5+7=?
27572.png	 2x2=?
27573.png	 4x1=?
27574.png	 6+1=?
27575.png	 8-4=?
27576.png	 8-4=?
27577.png	 8+3=?
27578.png	 6+9=?
27579.png	 8-8=?
27580.png	 8+1=?
27581.png	 1-8=?
27582.png	 7-5=?
27583.png	 4-7=?
27584.png	 5+0=?
27585.png	 2-5=?
27586.png	 5-5=?
27587.png	 9-8=?
27588.png	 1-8=?
27589.png	 0x0=?
27590.png	 0+0=?
27591.png	 0-2=?
27592.png	 5+5=?
27593.png	 3-2=?
27594.png	 4-7=?
27595.png	 5x6=?
27596.png	 7+6=?
27597.png	 0-8=?
27598.png	 7+3=?
27599.png	 7-7=?
27600.png	 0x4=?
27601.png	 8-2=?
27602.png	 7-3=?
27603.png	 2+6=?
27604.png	 1-9=?
27605.png	 1-7=?
27606.png	 4+4=?
27607.png	 8+8=?
27608.png	 2-3=?
27609.png	 5+6=?
27610.png	 5-9=?
27611.png	 2-4=?
27612.png	 4-2=?
27613.png	 3+6=?
27614.png	 0+6=?
27615.png	 4x9=?
27616.png	 4+9=?
27617.png	 8+3=?
27618.png	 7+0=?
27619.png	 6x1=?
27620.png	 4+1=?
27621.png	 7x9=?
27622.png	 6-1=?
27623.png	 6-7=?
27624.png	 6+3=?
27625.png	 4x6=?
27626.png	 8+4=?
27627.png	 6+2=?
27628.png	 8-7=?
27629.png	 7x4=?
27630.png	 1x4=?
27631.png	 3-3=?
27632.png	 2+7=?
27633.png	 2+6=?
27634.png	 3+6=?
27635.png	 5-4=?
27636.png	 7x4=?
27637.png	 0x9=?
27638.png	 6x6=?
27639.png	 9+6=?
27640.png	 2+6=?
27641.png	 4+1=?
27642.png	 6x1=?
27643.png	 6x7=?
27644.png	 6-0=?
27645.png	 4-0=?
27646.png	 1+6=?
27647.png	 0+8=?
27648.png	 1x4=?
27649.png	 6+2=?
27650.png	 1x8=?
27651.png	 2+5=?
27652.png	 6x5=?
27653.png	 9x5=?
27654.png	 0-4=?
27655.png	 4x0=?
27656.png	 3x0=?
27657.png	 5x1=?
27658.png	 7-6=?
27659.png	 5x4=?
27660.png	 5-5=?
27661.png	 3x0=?
27662.png	 3x1=?
27663.png	 4+9=?
27664.png	 8+7=?
27665.png	 8-2=?
27666.png	 7-3=?
27667.png	 3+6=?
27668.png	 7-4=?
27669.png	 8x1=?
27670.png	 4-2=?
27671.png	 8+5=?
27672.png	 5x3=?
27673.png	 7x9=?
27674.png	 8+6=?
27675.png	 9-6=?
27676.png	 2-6=?
27677.png	 3-5=?
27678.png	 5+6=?
27679.png	 0+8=?
27680.png	 4-9=?
27681.png	 4-8=?
27682.png	 1-5=?
27683.png	 2+2=?
27684.png	 9-9=?
27685.png	 4x1=?
27686.png	 6-4=?
27687.png	 0-5=?
27688.png	 4-4=?
27689.png	 6+0=?
27690.png	 3+7=?
27691.png	 8x5=?
27692.png	 2-4=?
27693.png	 0x4=?
27694.png	 0x4=?
27695.png	 4x6=?
27696.png	 7-5=?
27697.png	 4x1=?
27698.png	 6-6=?
27699.png	 8x9=?
27700.png	 7-2=?
27701.png	 5+0=?
27702.png	 3-6=?
27703.png	 8-9=?
27704.png	 1-1=?
27705.png	 8-0=?
27706.png	 5-7=?
27707.png	 5+1=?
27708.png	 2-0=?
27709.png	 0x1=?
27710.png	 6+0=?
27711.png	 5+8=?
27712.png	 2x7=?
27713.png	 7+9=?
27714.png	 9-9=?
27715.png	 1+8=?
27716.png	 3-0=?
27717.png	 8x3=?
27718.png	 6+9=?
27719.png	 9+5=?
27720.png	 8-7=?
27721.png	 8+6=?
27722.png	 1+8=?
27723.png	 0+6=?
27724.png	 6+2=?
27725.png	 5x6=?
27726.png	 0x6=?
27727.png	 2x8=?
27728.png	 7-1=?
27729.png	 0+2=?
27730.png	 2x8=?
27731.png	 9+5=?
27732.png	 4-6=?
27733.png	 7+4=?
27734.png	 0-7=?
27735.png	 3x9=?
27736.png	 1+5=?
27737.png	 7-2=?
27738.png	 5-5=?
27739.png	 1x6=?
27740.png	 0-0=?
27741.png	 8-9=?
27742.png	 3+8=?
27743.png	 1+8=?
27744.png	 1-8=?
27745.png	 9x7=?
27746.png	 1-8=?
27747.png	 4x0=?
27748.png	 7x9=?
27749.png	 8+8=?
27750.png	 0-3=?
27751.png	 7-1=?
27752.png	 4+6=?
27753.png	 7-6=?
27754.png	 0x9=?
27755.png	 7x7=?
27756.png	 1x9=?
27757.png	 1+2=?
27758.png	 7-6=?
27759.png	 8x2=?
27760.png	 0+6=?
27761.png	 5+3=?
27762.png	 0-9=?
27763.png	 8+1=?
27764.png	 2-5=?
27765.png	 7-7=?
27766.png	 1-7=?
27767.png	 4-5=?
27768.png	 6-9=?
27769.png	 2x8=?
27770.png	 5-8=?
27771.png	 3+5=?
27772.png	 9-9=?
27773.png	 0x3=?
27774.png	 7-3=?
27775.png	 8-0=?
27776.png	 0-0=?
27777.png	 9+0=?
27778.png	 5x9=?
27779.png	 7-1=?
27780.png	 7-2=?
27781.png	 5-3=?
27782.png	 8+2=?
27783.png	 7x7=?
27784.png	 5x7=?
27785.png	 9+2=?
27786.png	 0x7=?
27787.png	 4+2=?
27788.png	 5-8=?
27789.png	 5+0=?
27790.png	 3+3=?
27791.png	 9-0=?
27792.png	 9+8=?
27793.png	 1+0=?
27794.png	 2x3=?
27795.png	 2-4=?
27796.png	 6-8=?
27797.png	 6+7=?
27798.png	 8x1=?
27799.png	 6-9=?
27800.png	 8-4=?
27801.png	 5x4=?
27802.png	 8x7=?
27803.png	 5-1=?
27804.png	 9+0=?
27805.png	 5+4=?
27806.png	 6-2=?
27807.png	 9-9=?
27808.png	 2+2=?
27809.png	 4x9=?
27810.png	 8-5=?
27811.png	 9-5=?
27812.png	 6-5=?
27813.png	 4x2=?
27814.png	 5+5=?
27815.png	 0+2=?
27816.png	 9-5=?
27817.png	 4-0=?
27818.png	 1x7=?
27819.png	 4-8=?
27820.png	 3+1=?
27821.png	 5x1=?
27822.png	 4+7=?
27823.png	 5+9=?
27824.png	 5x6=?
27825.png	 6+7=?
27826.png	 0x3=?
27827.png	 3-5=?
27828.png	 0+3=?
27829.png	 1x6=?
27830.png	 2-4=?
27831.png	 0+3=?
27832.png	 3+8=?
27833.png	 8-8=?
27834.png	 2-2=?
27835.png	 4+5=?
27836.png	 3x9=?
27837.png	 9+1=?
27838.png	 1-2=?
27839.png	 4x1=?
27840.png	 9+7=?
27841.png	 4-5=?
27842.png	 7+4=?
27843.png	 8-4=?
27844.png	 7x8=?
27845.png	 5+1=?
27846.png	 0-6=?
27847.png	 1-2=?
27848.png	 1+8=?
27849.png	 8x3=?
27850.png	 6x5=?
27851.png	 8x2=?
27852.png	 7x8=?
27853.png	 6x6=?
27854.png	 8-6=?
27855.png	 7-3=?
27856.png	 8+9=?
27857.png	 6x9=?
27858.png	 8+5=?
27859.png	 0+9=?
27860.png	 0+9=?
27861.png	 8x0=?
27862.png	 6+6=?
27863.png	 0+2=?
27864.png	 9+1=?
27865.png	 0+6=?
27866.png	 6-9=?
27867.png	 6-5=?
27868.png	 6-5=?
27869.png	 0x6=?
27870.png	 2x6=?
27871.png	 1+3=?
27872.png	 3-0=?
27873.png	 9-8=?
27874.png	 1x8=?
27875.png	 8x7=?
27876.png	 6-6=?
27877.png	 7x5=?
27878.png	 5-8=?
27879.png	 4-7=?
27880.png	 7x5=?
27881.png	 5x7=?
27882.png	 4-3=?
27883.png	 2+8=?
27884.png	 9x4=?
27885.png	 3x0=?
27886.png	 4-1=?
27887.png	 5x4=?
27888.png	 1+2=?
27889.png	 3+0=?
27890.png	 2+1=?
27891.png	 0x8=?
27892.png	 9-2=?
27893.png	 7x7=?
27894.png	 3-1=?
27895.png	 9x8=?
27896.png	 0+3=?
27897.png	 8-6=?
27898.png	 8x2=?
27899.png	 5x5=?
27900.png	 7+4=?
27901.png	 3x0=?
27902.png	 6-3=?
27903.png	 7+8=?
27904.png	 7+6=?
27905.png	 7-6=?
27906.png	 1+7=?
27907.png	 2x5=?
27908.png	 5+4=?
27909.png	 1x1=?
27910.png	 4+9=?
27911.png	 7-4=?
27912.png	 1-8=?
27913.png	 2-4=?
27914.png	 7x6=?
27915.png	 5-0=?
27916.png	 0+9=?
27917.png	 9-3=?
27918.png	 9x2=?
27919.png	 1x0=?
27920.png	 9-8=?
27921.png	 8-6=?
27922.png	 8-4=?
27923.png	 0-7=?
27924.png	 4x9=?
27925.png	 8+2=?
27926.png	 1+0=?
27927.png	 1+8=?
27928.png	 0x6=?
27929.png	 7+9=?
27930.png	 7+2=?
27931.png	 5x5=?
27932.png	 0x3=?
27933.png	 0+4=?
27934.png	 7x0=?
27935.png	 5-9=?
27936.png	 3-9=?
27937.png	 1x1=?
27938.png	 8x1=?
27939.png	 0x2=?
27940.png	 4+5=?
27941.png	 9+9=?
27942.png	 9x6=?
27943.png	 2x2=?
27944.png	 1-2=?
27945.png	 8-5=?
27946.png	 2+9=?
27947.png	 0-2=?
27948.png	 7x9=?
27949.png	 5x0=?
27950.png	 9+3=?
27951.png	 3x1=?
27952.png	 0+3=?
27953.png	 8+1=?
27954.png	 3+4=?
27955.png	 5x5=?
27956.png	 0+2=?
27957.png	 7-5=?
27958.png	 6-2=?
27959.png	 5+1=?
27960.png	 5-8=?
27961.png	 0+4=?
27962.png	 9-6=?
27963.png	 2x1=?
27964.png	 7-5=?
27965.png	 3x2=?
27966.png	 1x7=?
27967.png	 2+5=?
27968.png	 7-1=?
27969.png	 2+8=?
27970.png	 7-9=?
27971.png	 6x6=?
27972.png	 1+8=?
27973.png	 0+0=?
27974.png	 8x7=?
27975.png	 2-6=?
27976.png	 1x6=?
27977.png	 3-3=?
27978.png	 5+0=?
27979.png	 7+2=?
27980.png	 7x6=?
27981.png	 4-0=?
27982.png	 0-5=?
27983.png	 4-1=?
27984.png	 4+8=?
27985.png	 2-2=?
27986.png	 3+9=?
27987.png	 7x7=?
27988.png	 1x1=?
27989.png	 9x0=?
27990.png	 1-2=?
27991.png	 3x6=?
27992.png	 0x4=?
27993.png	 1x6=?
27994.png	 6+9=?
27995.png	 4+6=?
27996.png	 6-6=?
27997.png	 7-7=?
27998.png	 5-6=?
27999.png	 5x7=?
28000.png	 9+1=?
28001.png	 9-3=?
28002.png	 1x2=?
28003.png	 2-2=?
28004.png	 8+7=?
28005.png	 9+4=?
28006.png	 1x7=?
28007.png	 7x6=?
28008.png	 7x0=?
28009.png	 0x9=?
28010.png	 2x3=?
28011.png	 7-5=?
28012.png	 7+3=?
28013.png	 9+9=?
28014.png	 9x1=?
28015.png	 9x9=?
28016.png	 6-1=?
28017.png	 5-6=?
28018.png	 2+6=?
28019.png	 5x5=?
28020.png	 2+1=?
28021.png	 2+9=?
28022.png	 1+9=?
28023.png	 3x4=?
28024.png	 8-2=?
28025.png	 4x1=?
28026.png	 3x7=?
28027.png	 6+7=?
28028.png	 0-5=?
28029.png	 6-9=?
28030.png	 2-2=?
28031.png	 9-5=?
28032.png	 0+8=?
28033.png	 6+7=?
28034.png	 9-0=?
28035.png	 7-1=?
28036.png	 3-3=?
28037.png	 4-2=?
28038.png	 7x2=?
28039.png	 1-9=?
28040.png	 1+0=?
28041.png	 3x0=?
28042.png	 4x1=?
28043.png	 9x5=?
28044.png	 4-3=?
28045.png	 2-8=?
28046.png	 1-8=?
28047.png	 3+9=?
28048.png	 0-5=?
28049.png	 9-2=?
28050.png	 4-1=?
28051.png	 3x9=?
28052.png	 1-3=?
28053.png	 6x0=?
28054.png	 3x5=?
28055.png	 0-9=?
28056.png	 2+9=?
28057.png	 9-5=?
28058.png	 5+6=?
28059.png	 9+7=?
28060.png	 7x1=?
28061.png	 5+4=?
28062.png	 5x0=?
28063.png	 7-6=?
28064.png	 9x0=?
28065.png	 0x9=?
28066.png	 4+3=?
28067.png	 2-4=?
28068.png	 6-7=?
28069.png	 8-7=?
28070.png	 2-0=?
28071.png	 0+8=?
28072.png	 4-1=?
28073.png	 0x9=?
28074.png	 9+1=?
28075.png	 6-3=?
28076.png	 1+6=?
28077.png	 0x8=?
28078.png	 4x1=?
28079.png	 3x0=?
28080.png	 8+6=?
28081.png	 2-8=?
28082.png	 1x2=?
28083.png	 8-1=?
28084.png	 7-6=?
28085.png	 0x0=?
28086.png	 4x8=?
28087.png	 7-3=?
28088.png	 9-5=?
28089.png	 0+7=?
28090.png	 2-8=?
28091.png	 6-0=?
28092.png	 1-7=?
28093.png	 1+0=?
28094.png	 1x6=?
28095.png	 1x7=?
28096.png	 2-6=?
28097.png	 8+2=?
28098.png	 3x7=?
28099.png	 5x4=?
28100.png	 3+7=?
28101.png	 1+3=?
28102.png	 6+5=?
28103.png	 3+5=?
28104.png	 2x3=?
28105.png	 2+2=?
28106.png	 8-5=?
28107.png	 9-0=?
28108.png	 8+4=?
28109.png	 7+8=?
28110.png	 5+2=?
28111.png	 3-8=?
28112.png	 5+2=?
28113.png	 4+0=?
28114.png	 2-4=?
28115.png	 9-6=?
28116.png	 9+5=?
28117.png	 7-2=?
28118.png	 7+6=?
28119.png	 0-3=?
28120.png	 9-3=?
28121.png	 2-9=?
28122.png	 1-9=?
28123.png	 9+1=?
28124.png	 7+0=?
28125.png	 7x6=?
28126.png	 7-7=?
28127.png	 3-3=?
28128.png	 8-6=?
28129.png	 3-1=?
28130.png	 2x0=?
28131.png	 4-0=?
28132.png	 3+4=?
28133.png	 2x2=?
28134.png	 2+0=?
28135.png	 3-9=?
28136.png	 4-0=?
28137.png	 1x5=?
28138.png	 2x0=?
28139.png	 1x6=?
28140.png	 2-9=?
28141.png	 4-7=?
28142.png	 1-1=?
28143.png	 7+8=?
28144.png	 9x0=?
28145.png	 7-3=?
28146.png	 4+5=?
28147.png	 2-6=?
28148.png	 1x6=?
28149.png	 9-5=?
28150.png	 8-0=?
28151.png	 7x1=?
28152.png	 1-0=?
28153.png	 0-3=?
28154.png	 3x8=?
28155.png	 1-7=?
28156.png	 6-5=?
28157.png	 2-0=?
28158.png	 5x6=?
28159.png	 1+8=?
28160.png	 9-2=?
28161.png	 5-7=?
28162.png	 1-4=?
28163.png	 3x3=?
28164.png	 0+5=?
28165.png	 0+6=?
28166.png	 6-9=?
28167.png	 0-8=?
28168.png	 7+5=?
28169.png	 7+0=?
28170.png	 9+3=?
28171.png	 9+9=?
28172.png	 9x0=?
28173.png	 6x9=?
28174.png	 4+8=?
28175.png	 6+8=?
28176.png	 0x6=?
28177.png	 2-8=?
28178.png	 5x3=?
28179.png	 3-9=?
28180.png	 2x2=?
28181.png	 8-5=?
28182.png	 3+2=?
28183.png	 1-4=?
28184.png	 5+9=?
28185.png	 7+5=?
28186.png	 2+1=?
28187.png	 1x7=?
28188.png	 7+6=?
28189.png	 1-9=?
28190.png	 2x1=?
28191.png	 0+4=?
28192.png	 8x9=?
28193.png	 4-4=?
28194.png	 3-4=?
28195.png	 4x1=?
28196.png	 7-7=?
28197.png	 9x0=?
28198.png	 3x4=?
28199.png	 6x0=?
28200.png	 6-3=?
28201.png	 2+8=?
28202.png	 8x6=?
28203.png	 5x0=?
28204.png	 1x6=?
28205.png	 8x8=?
28206.png	 5-9=?
28207.png	 2-8=?
28208.png	 3+7=?
28209.png	 0x9=?
28210.png	 8x5=?
28211.png	 6+7=?
28212.png	 4x9=?
28213.png	 8x4=?
28214.png	 3x2=?
28215.png	 5-3=?
28216.png	 2-8=?
28217.png	 2-1=?
28218.png	 4+0=?
28219.png	 7-6=?
28220.png	 2+5=?
28221.png	 6x1=?
28222.png	 5x6=?
28223.png	 4-1=?
28224.png	 1x4=?
28225.png	 8x0=?
28226.png	 8+1=?
28227.png	 0x9=?
28228.png	 4+1=?
28229.png	 4+0=?
28230.png	 5-5=?
28231.png	 4x9=?
28232.png	 3+5=?
28233.png	 6x9=?
28234.png	 9-8=?
28235.png	 6x9=?
28236.png	 1-8=?
28237.png	 7x6=?
28238.png	 3-9=?
28239.png	 8+3=?
28240.png	 1+3=?
28241.png	 7+4=?
28242.png	 6+7=?
28243.png	 5+5=?
28244.png	 6-6=?
28245.png	 2+6=?
28246.png	 4+9=?
28247.png	 1x3=?
28248.png	 7-0=?
28249.png	 1x9=?
28250.png	 1x4=?
28251.png	 4x1=?
28252.png	 2x0=?
28253.png	 2-4=?
28254.png	 7x1=?
28255.png	 2-0=?
28256.png	 1+5=?
28257.png	 6-7=?
28258.png	 1-6=?
28259.png	 2x5=?
28260.png	 4-5=?
28261.png	 8-4=?
28262.png	 5-7=?
28263.png	 5x1=?
28264.png	 9-6=?
28265.png	 7x2=?
28266.png	 0x7=?
28267.png	 5+5=?
28268.png	 0-8=?
28269.png	 2+5=?
28270.png	 0-6=?
28271.png	 2-9=?
28272.png	 1-9=?
28273.png	 4+4=?
28274.png	 2x0=?
28275.png	 7+1=?
28276.png	 8+2=?
28277.png	 0-1=?
28278.png	 1+2=?
28279.png	 7x1=?
28280.png	 8-3=?
28281.png	 7x7=?
28282.png	 3-1=?
28283.png	 8x8=?
28284.png	 6+3=?
28285.png	 5-2=?
28286.png	 7x9=?
28287.png	 4x4=?
28288.png	 6-5=?
28289.png	 2+5=?
28290.png	 0-8=?
28291.png	 1+0=?
28292.png	 9+4=?
28293.png	 4x4=?
28294.png	 5x0=?
28295.png	 0-7=?
28296.png	 0+2=?
28297.png	 6-5=?
28298.png	 3+6=?
28299.png	 3+7=?
28300.png	 4+7=?
28301.png	 5-8=?
28302.png	 6+0=?
28303.png	 7+7=?
28304.png	 2+5=?
28305.png	 7-6=?
28306.png	 0+4=?
28307.png	 0+2=?
28308.png	 4+5=?
28309.png	 4+0=?
28310.png	 0-9=?
28311.png	 6x8=?
28312.png	 9x1=?
28313.png	 3+2=?
28314.png	 1-1=?
28315.png	 6-9=?
28316.png	 8x6=?
28317.png	 2+4=?
28318.png	 6+4=?
28319.png	 7+7=?
28320.png	 8+7=?
28321.png	 1-2=?
28322.png	 0x2=?
28323.png	 8x7=?
28324.png	 1x3=?
28325.png	 6-8=?
28326.png	 5x7=?
28327.png	 7x0=?
28328.png	 8-5=?
28329.png	 2-9=?
28330.png	 0x4=?
28331.png	 2x5=?
28332.png	 5+3=?
28333.png	 4+2=?
28334.png	 5-8=?
28335.png	 6+8=?
28336.png	 3x1=?
28337.png	 9-8=?
28338.png	 9x4=?
28339.png	 4+8=?
28340.png	 3x7=?
28341.png	 6-7=?
28342.png	 6-4=?
28343.png	 7-6=?
28344.png	 7x9=?
28345.png	 8+5=?
28346.png	 4-7=?
28347.png	 7x9=?
28348.png	 7x4=?
28349.png	 3-2=?
28350.png	 5+8=?
28351.png	 4+4=?
28352.png	 8x0=?
28353.png	 4-4=?
28354.png	 1+0=?
28355.png	 1x5=?
28356.png	 0+6=?
28357.png	 6-7=?
28358.png	 3x7=?
28359.png	 6+3=?
28360.png	 4-0=?
28361.png	 6x2=?
28362.png	 9+6=?
28363.png	 7x1=?
28364.png	 6+8=?
28365.png	 1-8=?
28366.png	 8x4=?
28367.png	 0+9=?
28368.png	 5+9=?
28369.png	 9-5=?
28370.png	 4-9=?
28371.png	 3+8=?
28372.png	 4+2=?
28373.png	 1x8=?
28374.png	 0x4=?
28375.png	 6-5=?
28376.png	 6x3=?
28377.png	 5-0=?
28378.png	 8x2=?
28379.png	 7-1=?
28380.png	 6+2=?
28381.png	 5x4=?
28382.png	 4-1=?
28383.png	 9-3=?
28384.png	 9x2=?
28385.png	 9x8=?
28386.png	 3+6=?
28387.png	 0x2=?
28388.png	 2x3=?
28389.png	 2x5=?
28390.png	 6x9=?
28391.png	 2x5=?
28392.png	 0x1=?
28393.png	 9-5=?
28394.png	 4x8=?
28395.png	 1-3=?
28396.png	 4-9=?
28397.png	 6+8=?
28398.png	 2+2=?
28399.png	 3+7=?
28400.png	 9x5=?
28401.png	 7-9=?
28402.png	 3-3=?
28403.png	 8x5=?
28404.png	 5-4=?
28405.png	 5-0=?
28406.png	 5x6=?
28407.png	 0x3=?
28408.png	 8x6=?
28409.png	 9-5=?
28410.png	 4+1=?
28411.png	 0+3=?
28412.png	 2+4=?
28413.png	 7-1=?
28414.png	 4x7=?
28415.png	 1-6=?
28416.png	 6x3=?
28417.png	 2x7=?
28418.png	 4x1=?
28419.png	 2-5=?
28420.png	 6x8=?
28421.png	 5+6=?
28422.png	 0+1=?
28423.png	 4-6=?
28424.png	 9+6=?
28425.png	 9-3=?
28426.png	 1x1=?
28427.png	 8x1=?
28428.png	 5-6=?
28429.png	 5x5=?
28430.png	 6x1=?
28431.png	 8x4=?
28432.png	 9+5=?
